-1.377818225723416617e+03,4.225886383558912261e-07
-1.376836228688077881e+03,4.697401511372825354e-07
-1.375874042804108512e+03,5.095740944047683565e-07
-1.374937585452781377e+03,5.412343273877396112e-07
-1.374024766793203298e+03,5.640025444857604100e-07
-1.373127495185424323e+03,5.773276144736958395e-07
-1.372235005365370625e+03,5.808429020763568409e-07
-1.371337002617447069e+03,5.743713584726612493e-07
-1.370426117474041121e+03,5.579274509219599282e-07
-1.369499656048209545e+03,5.317226866130422680e-07
-1.368560330727262681e+03,4.961728702890393627e-07
-1.367615378132477417e+03,4.519008330643196263e-07
-1.366673977431584035e+03,3.997301475724877552e-07
-1.365743918284761776e+03,3.406678461213679240e-07
-1.364829058320170589e+03,2.758750712251445005e-07
-1.363928654097622712e+03,2.066269388188149989e-07
-1.363038531340618647e+03,1.342675593759129937e-07
-1.362153183298216163e+03,6.016874962864030210e-08
-1.361267767801712580e+03,-1.430176624762436413e-08
-1.360379391129916257e+03,-8.780213751427741877e-08
-1.359487514255932410e+03,-1.590312628051486112e-07
-1.358593568579533439e+03,-2.267421932224758159e-07
-1.357700011550159388e+03,-2.897622698873409628e-07
-1.356809189181263491e+03,-3.470284961826458748e-07
-1.355922432839916155e+03,-3.976393711232349828e-07
-1.355039691366202305e+03,-4.409114462941150384e-07
-1.354159734625416831e+03,-4.764206361746184938e-07
-1.353280730836282146e+03,-5.040132829793359652e-07
-1.352400918345888613e+03,-5.237866653754795207e-07
-1.351519140031305596e+03,-5.360510175380363032e-07
-1.350635088464952560e+03,-5.412875111418003256e-07
-1.349749180337009875e+03,-5.401122685995780475e-07
-1.348862060820257966e+03,-5.332525288403937961e-07
-1.347973852202517719e+03,-5.215388709458843133e-07
-1.347083389329627607e+03,-5.059126242347289741e-07
-1.346187780782494428e+03,-4.874389580605888569e-07
-1.345282641092343056e+03,-4.673092559819896126e-07
-1.344363185380217146e+03,-4.468179198943576261e-07
-1.343426014965287095e+03,-4.273091804652261985e-07
-1.342470940844636971e+03,-4.101028306206970567e-07
-1.341501883719032321e+03,-3.964170859197822903e-07
-1.340526088186107700e+03,-3.873084016642011123e-07
-1.339551657406819686e+03,-3.836419144349130579e-07
-1.338584371712748862e+03,-3.860940721534548805e-07
-1.337625289997700975e+03,-3.951750412216952896e-07
-1.336670364820756959e+03,-4.112497723783910581e-07
-1.335712360749441132e+03,-4.345400326689106359e-07
-1.334744267629860815e+03,-4.651043102544612637e-07
-1.333762696590475116e+03,-5.028069509753925197e-07
-1.332769751533149474e+03,-5.472902051550085927e-07
-1.331772570453418211e+03,-5.979536894741240110e-07
-1.330780810994136573e+03,-6.539383720794287826e-07
-1.329803290495349074e+03,-7.141169504314087481e-07
-1.328845290834876778e+03,-7.771037443560694297e-07
-1.327907555483782517e+03,-8.412990391904813027e-07
-1.326987068580420555e+03,-9.049678427189257157e-07
-1.326078892222309605e+03,-9.663322082786457953e-07
-1.325178063570859877e+03,-1.023647807568166325e-06
-1.324280824465651676e+03,-1.075246263092973612e-06
-1.323384969483545774e+03,-1.119545343792991912e-06
-1.322489521878753976e+03,-1.155044401235496310e-06
-1.321594124024718667e+03,-1.180324650416327073e-06
-1.320698486094246391e+03,-1.194065895455816787e-06
-1.319802077728463246e+03,-1.195080815865481083e-06
-1.318904073115648316e+03,-1.182360876861853756e-06
-1.318003441422360766e+03,-1.155125756878118426e-06
-1.317099049288465949e+03,-1.112869239634546134e-06
-1.316189705678322071e+03,-1.055396340975757549e-06
-1.315274176727785516e+03,-9.828472333152669975e-07
-1.314351248239674987e+03,-8.957031795417151017e-07
-1.313419870219511040e+03,-7.947704790638942954e-07
-1.312479317506413281e+03,-6.811436919812039375e-07
-1.311529244404398924e+03,-5.561591911708413065e-07
-1.310569580272856228e+03,-4.213577156631013627e-07
-1.309600375904110479e+03,-2.784705415195389692e-07
-1.308621822787669998e+03,-1.294264897246208946e-07
-1.307634590138411340e+03,2.364179857912152081e-08
-1.306640367365160728e+03,1.784178312018694703e-07
-1.305642248134135116e+03,3.324580902038688202e-07
-1.304644571600770178e+03,4.832754237662867693e-07
