"","tp","ta","lat","long"
"2415",61,102,-15.55,-74.77
"2416",7,303,3.6,-78.77
"2417",17,163,2.9,-76.09
"2418",36,186,-13.83,-67.56
"2419",26,4,-15.18,-70.34
"2420",1,72,-20.52,-68.65
"2421",38,224,-13.82,-68.4
"2422",4,264,-13.97,-72.64
"2423",6,321,5.71,-79.22
"2424",7,56,-9.28,-75.8
"2425",8,260,-9.33,-71.31
"2426",6,263,-9.3,-71.32
"2427",32,76,-15.57,-72.56
"2428",10,284,2.89,-79.49
"2429",25,2,2.84,-84.29
"2430",59,112,-15.33,-75.36
"2431",25,93,-17.5,-69.65
"2432",65,83,-8.47,-80.15
"2433",10,13,-15.63,-71.71
"2434",7,338,-8.44,-74.29
"2435",25,115,-7.96,-73.95
"2436",78,111,5.07,-72.92
"2437",60,325,5.21,-72.89
"2438",59,240,5.13,-72.97
"2439",24,120,4.16,-76.64
"2440",32,75,-19.77,-68.54
"2441",85,249,-5.8,-76.14
"2442",67,202,-5.78,-76.13
"2443",56,206,-15.77,-73.22
"2444",58,111,-15.99,-74.89
"2445",10,289,-2.05,-79.5
"2446",61,36,2.76,-78.35
"2447",23,303,5.45,-79.88
"2448",30,124,-15.24,-70.42
"2449",57,42,5.26,-72.47
"2450",6,322,1.5,-84.88
"2451",16,145,1.26,-85.05
"2452",2,320,1.2,-84.93
"2453",9,244,-3.85,-76.96
"2454",41,125,5.54,-73.82
"2455",8,87,-21.66,-68.03
"2456",73,102,-8.31,-75.91
"2457",13,68,-9.77,-74.62
"2458",3,250,-10.4,-78.32
"2459",0,164,2.52,-84.39
"2460",16,120,5.1,-75.69
"2461",2,270,-13.61,-74.87
"2462",34,56,-20.18,-69.28
"2463",24,91,-21.23,-68.74
"2464",25,91,-10.53,-78.7
"2465",69,241,-2.77,-77.88
"2466",44,217,-2.82,-77.9
"2467",6,215,-2.86,-77.86
"2468",30,32,-2.9,-77.95
"2469",60,310,-2.78,-77.84
"2470",0,194,-2.59,-77.82
"2471",80,243,1.06,-79.3
"2472",29,54,-2.68,-77.81
"2473",15,66,-2.9,-78.86
"2474",15,100,-19.14,-68.36
"2475",76,120,-2.37,-77.68
"2476",0,118,2.92,-79.41
"2477",12,75,-6.04,-81.82
"2478",24,335,-15.55,-68.96
"2479",67,222,-10.42,-78.77
"2480",23,39,-1.97,-77.65
"2481",59,68,-9.62,-79.57
"2482",21,137,4.15,-84.17
"2483",80,50,-12.97,-69.43
"2484",66,87,-1.04,-78.74
"2485",69,66,-10.2,-75.12
"2486",18,42,-12.8,-74.04
"2487",2,99,-8.13,-74.36
"2488",3,53,-9.71,-80.19
"2489",59,106,2.37,-79.34
"2490",39,10,-15.32,-70.01
"2491",13,64,-14.01,-74.47
"2492",53,88,5.9,-77.58
"2493",47,339,-9.68,-79.58
"2494",11,138,4.95,-82.48
"2495",23,98,-17.81,-70.62
"2496",61,86,-2,-81
"2497",31,114,-17.35,-71.14
"2498",20,315,5.37,-82.64
"2499",61,151,-1.08,-78.67
"2500",11,74,-15.57,-73.05
"2501",50,280,4.26,-76.58
"2502",21,118,-19,-67.53
"2503",34,241,-12.68,-76.81
"2504",27,73,-17.38,-69.99
"2505",65,117,-14.99,-75.68
"2506",61,85,-14.84,-75.69
"2507",61,108,-15.47,-75.41
"2508",73,112,-15.45,-75.51
"2509",57,105,-14.8,-75.75
"2510",67,108,-15.32,-75.47
"2511",60,102,-14.78,-75.48
"2512",16,332,-15.53,-75.45
"2513",53,120,-15.45,-75.36
"2514",58,70,-0.24,-80.73
"2515",0,178,2.83,-84.35
"2516",45,77,-22,-65.72
"2517",61,92,-14.49,-76.28
"2518",80,150,4.56,-76.49
"2519",18,74,-6.49,-71.22
"2520",0,133,5.72,-82.41
"2521",15,246,-9.06,-71.29
"2522",32,305,4.01,-82.45
"2523",25,90,-18.3,-69.53
"2524",27,68,-18.35,-69.35
"2525",80,36,-18.37,-71.25
"2526",13,318,4.87,-82.61
"2527",64,56,-4.16,-80.93
"2528",33,78,-18.86,-69.44
"2529",11,53,-21.23,-68.15
"2530",2,344,-14.09,-73.6
"2531",68,86,-5.9,-81.03
"2532",70,95,3.85,-75.75
"2533",57,150,5.79,-77.52
"2534",27,292,2.62,-79.79
"2535",7,248,-4.37,-76.68
"2536",6,307,-15.61,-74.46
"2537",42,199,-13.74,-68.79
"2538",31,106,-20.24,-68.36
"2539",46,99,3.93,-75.79
"2540",56,117,-13.7,-76.37
"2541",67,195,-12.03,-72.07
"2542",4,143,-14.1,-73.47
"2543",19,236,-15.61,-72.1
"2544",57,121,-16.27,-74.05
"2545",83,275,-10.97,-74.44
"2546",32,320,-18.31,-65.89
"2547",42,77,-17.53,-69.44
"2548",61,209,-10.82,-74.61
"2549",20,112,-8.48,-74.27
"2550",77,183,-10.93,-74.52
"2551",47,306,-12.12,-77.61
"2552",47,68,-8.15,-74.24
"2553",12,245,-3.72,-77.39
"2554",9,31,-21.21,-69.64
"2555",9,194,-15.52,-71.82
"2556",74,34,-18.19,-71.31
"2557",13,318,4.7,-82.59
"2558",6,141,-17.73,-65.43
"2559",78,75,-17.02,-72.54
"2560",10,159,-17.83,-65.37
"2561",9,26,-13.91,-72.72
"2562",8,308,-17.75,-65.27
"2563",55,102,-15.68,-75.05
"2564",64,123,-1.22,-80.95
"2565",15,241,-8.18,-70.83
"2566",56,72,-0.59,-80.39
"2567",63,85,-20.03,-70.38
"2568",16,228,-14.23,-72.61
"2569",69,230,-8.46,-76.38
"2570",21,64,-16.12,-71.4
"2571",24,33,-2.42,-76.36
"2572",21,115,-17.97,-69.59
"2573",68,233,-10.32,-78.36
"2574",40,83,-21.81,-67.16
"2575",9,146,1.08,-85.28
"2576",43,98,-21.57,-68.22
"2577",15,115,-7.59,-74.42
"2578",15,125,-17.62,-69.3
"2579",22,261,-7.95,-71.42
"2580",57,229,-11.63,-77.21
"2581",34,52,-1.65,-77.88
"2582",69,90,-14.8,-75.86
"2583",4,236,4.46,-75.72
"2584",2,246,4.37,-75.68
"2585",71,16,-21.14,-70.04
"2586",23,78,-20.42,-68.9
"2587",5,277,2.65,-79.82
"2588",3,128,-19.29,-68.85
"2589",8,275,-12.04,-75.7
"2590",1,315,5.83,-82.62
"2591",25,20,-16.66,-72.66
"2592",18,50,-1.65,-77.78
"2593",37,101,-15.71,-72.5
"2594",14,320,5.2,-82.58
"2595",1,105,-3.45,-79.16
"2596",28,46,-1.29,-77.55
"2597",32,64,-17.25,-70.8
"2598",35,65,-20.93,-67.28
"2599",58,285,-10.69,-75.64
"2600",29,101,-21.53,-68.93
"2601",7,23,-14.28,-70.48
"2602",23,69,-21.75,-68.78
"2603",72,77,-14.53,-71.29
"2604",34,99,-18.9,-69.17
"2605",18,260,-15.48,-72.61
"2606",72,183,-6.13,-75.27
"2607",15,236,-14.08,-72.77
"2608",9,317,5.61,-82.64
"2609",51,116,-15.62,-75.13
"2610",6,181,2.19,-84.54
"2611",30,246,5.65,-77.63
"2612",26,86,-16.11,-69.53
"2613",20,283,-13.27,-74.96
"2614",8,253,-6.41,-77.06
"2615",63,162,-4.1,-81.1
"2616",51,151,2.12,-78.39
"2617",26,237,-16.75,-71.66
"2618",69,90,-17.68,-71.97
"2619",29,68,-18.18,-70.47
"2620",21,117,-19.17,-70.13
"2621",21,229,1.27,-82.3
"2622",37,296,-1.88,-80.46
"2623",55,68,-0.22,-80.58
"2624",87,72,0.38,-78.09
"2625",32,115,-19.28,-68.24
"2626",26,242,-15.23,-72.68
"2627",44,65,-7.95,-74.42
"2628",66,96,-8.18,-79.93
"2629",54,341,-10.9,-78.32
"2630",5,316,6.01,-82.68
"2631",59,99,-15.58,-74.81
"2632",63,108,-15.8,-75.08
"2633",15,264,-4.35,-76.87
"2634",30,321,5.64,-82.63
"2635",38,75,-15.35,-70.47
"2636",61,255,-11.28,-74.51
"2637",70,93,-16.69,-72.95
"2638",72,201,-14.08,-75.43
"2639",28,93,-20.41,-68.74
"2640",33,72,-20.78,-70.48
"2641",56,103,-13.55,-76.65
"2642",40,99,-20.35,-67.25
"2643",16,318,1.6,-85.16
"2644",60,80,-16.26,-73.64
"2645",47,123,-15.98,-74.7
"2646",54,94,-16.85,-73.79
"2647",35,76,-17.57,-70.68
"2648",63,68,-17.75,-71.65
"2649",63,35,-16.56,-74.19
"2650",70,234,-17.61,-72.1
"2651",76,83,-17.89,-71.53
"2652",49,57,-17.58,-72.54
"2653",63,88,-3.96,-80.86
"2654",27,80,-19.52,-66.25
"2655",11,212,-15.41,-70.36
"2656",74,0,-17.46,-72.07
"2657",38,182,-17.12,-72.96
"2658",64,20,-16.62,-73.97
"2659",57,249,-17,-65.71
"2660",23,27,-16.09,-73.99
"2661",55,86,-17.54,-72.08
"2662",23,61,-19.95,-69.17
"2663",23,333,-19.45,-69.25
"2664",62,104,-17.41,-72.72
"2665",7,265,-7.51,-73.95
"2666",14,74,-8.53,-75.01
"2667",70,57,-17.1,-72.25
"2668",1,171,-14.26,-72.68
"2669",26,56,-18.17,-69.43
"2670",26,177,-15.62,-72.07
"2671",0,176,-14.33,-72.66
"2672",71,84,-17.9,-71.21
"2673",1,52,-16.72,-69.97
"2674",28,78,-21.72,-70.11
"2675",77,34,-17.68,-72.09
"2676",46,97,3.87,-75.97
"2677",4,5,-14.77,-70.5
"2678",35,177,-17.56,-71.93
"2679",66,64,-16.62,-73.92
"2680",3,232,-21.07,-68.09
"2681",8,216,-3.33,-77.79
"2682",54,130,-15.88,-74.14
"2683",10,195,-15.35,-72.52
"2684",14,178,-15.11,-72.74
"2685",45,98,-16.57,-73.83
"2686",48,75,-8.36,-74.22
"2687",57,122,-17.42,-72.67
"2688",17,329,-19.38,-69.23
"2689",16,176,-15.65,-72.03
"2690",4,59,-16.47,-70.24
"2691",34,72,-18.3,-69.71
"2692",67,180,-8.62,-79.98
"2693",30,60,-20.39,-69
"2694",45,144,-16.57,-73.77
"2695",43,106,-21.66,-68.33
"2696",64,84,-5.78,-81.03
"2697",73,271,-10.42,-78.51
"2698",22,69,-19.74,-68.99
"2699",47,118,-17.93,-71.43
"2700",7,139,4.2,-82.5
"2701",20,93,-15.4,-72.88
"2702",35,147,5.02,-77.4
"2703",70,34,-6.98,-76.82
"2704",16,248,-5.36,-76.62
"2705",10,315,4.98,-77.82
"2706",26,259,-5.58,-71.88
"2707",83,145,-10.77,-74.68
"2708",43,73,-17.8,-71.35
"2709",26,90,-21.24,-68.37
"2710",6,174,2.71,-84.38
"2711",26,40,-16.48,-72.45
"2712",6,252,-8.3,-71.74
"2713",6,117,-14.17,-72.74
"2714",71,94,-14.38,-76.2
"2715",81,185,-16.6,-72.96
"2716",14,77,-20.16,-68.76
"2717",42,167,3.29,-74.48
"2718",1,162,-15.6,-71.93
"2719",7,292,3.71,-79
"2720",55,114,-17.4,-72.57
"2721",22,72,-21.54,-68.29
"2722",65,95,-18.15,-71
"2723",19,196,-15.37,-74.08
"2724",14,45,-2.76,-77.06
"2725",9,41,-12.88,-78.19
"2726",76,82,-18.44,-70.99
"2727",73,2,-19.49,-70.58
"2728",27,146,-21.37,-70.15
"2729",2,74,-8.19,-71.59
"2730",1,197,-14.52,-70.79
"2731",67,94,-12.81,-77.51
"2732",19,313,5.68,-82.65
"2733",32,91,-14.67,-71.51
"2734",67,255,-12.39,-77.17
"2735",58,90,-17.36,-72.81
"2736",1,246,-7.61,-71.72
"2737",14,103,-7.03,-71.86
"2738",46,62,-19.61,-68.59
"2739",34,60,-20.13,-65.18
"2740",3,54,-21.58,-68.25
"2741",24,59,-10.13,-74.31
"2742",12,211,-13.8,-71.81
"2743",1,152,3.13,-77.87
"2744",16,232,-17.16,-70.67
"2745",3,185,-0.98,-78.33
"2746",12,101,-21.47,-68.32
"2747",7,352,-17.83,-69.35
"2748",14,93,-17.71,-69.89
"2749",5,20,-14.29,-70.58
"2750",15,317,4.97,-77.77
"2751",23,36,-1.91,-75.72
"2752",2,55,-21.04,-68.18
"2753",14,357,2.73,-84.31
"2754",14,194,-3.95,-80.17
"2755",3,112,-15.66,-73.94
"2756",6,322,5.61,-79.09
"2757",33,49,-17.84,-71.07
"2758",5,141,0.86,-85.21
"2759",71,67,-18.26,-70.89
"2760",31,144,-21.12,-65.59
"2761",65,80,-20.41,-70.2
"2762",18,67,-21.2,-68.18
"2763",67,255,-10.18,-73.53
"2764",57,170,-1.04,-78.33
"2765",64,193,-1.02,-78.39
"2766",14,329,4.28,-84.7
"2767",81,203,-4.49,-80.08
"2768",51,77,-8.29,-74.17
"2769",23,89,-20.45,-68.89
"2770",28,50,-17.24,-70.55
"2771",60,48,0.71,-79.74
"2772",17,96,-21.25,-68.37
"2773",7,315,5.35,-82.55
"2774",2,87,-19.47,-69.05
"2775",10,313,4.82,-82.6
"2776",15,68,-17.63,-69.11
"2777",64,97,-11.1,-78.22
"2778",42,78,-21.37,-68.11
"2779",2,359,-3.08,-80.8
"2780",51,140,-16.13,-73.58
"2781",13,293,2.27,-76.6
"2782",17,83,-20.35,-68.93
"2783",11,106,-9.56,-74.63
"2784",71,96,-14.92,-75.37
"2785",60,83,-17.28,-72.49
"2786",59,109,-15.69,-74.53
"2787",71,184,-5.6,-77.09
"2788",46,70,-20.03,-68.36
"2789",8,315,5.48,-82.69
"2790",5,47,-15.61,-73.97
"2791",55,206,-15.24,-74.65
"2792",65,220,-7.01,-80.25
"2793",17,62,-16.98,-69.58
"2794",55,81,4.7,-77.51
"2795",68,91,-0.87,-80.42
"2796",11,93,-21.53,-68.75
"2797",62,86,-16.2,-73.93
"2798",61,97,-15.27,-75.17
"2799",59,82,-16.32,-74.04
"2800",39,82,-21.85,-68.45
"2801",72,75,-3.58,-80.69
"2802",75,120,-3.73,-80.79
"2803",63,97,-1.19,-80.84
"2804",1.191,63,-1.13,-80.83
"2805",71,88,-1.18,-80.87
"2806",59,74,-1.2,-80.79
"2807",24,166,-1.2,-80.8
"2808",15,210,-2.33,-80.65
"2809",60,83,-1.36,-80.79
"2810",74,71,-1.4,-80.91
"2811",63,98,-1.43,-80.87
"2812",65,87,-1.18,-81.5
"2813",63,84,-1.09,-81.16
"2814",59,73,-0.79,-81.07
"2815",12,316,5.27,-82.63
"2816",9,239,-10.93,-76.1
"2817",66,87,-1.77,-81.05
"2818",2,336,4.6,-85.32
"2819",17,85,-22,-68.4
"2820",22,127,4.42,-75.95
"2821",27,110,-20.42,-68.63
"2822",37,110,-20.29,-68.94
"2823",66,118,-1.19,-80.77
"2824",11,267,-7.57,-76.3
"2825",41,36,-7.29,-77.89
"2826",29,66,-17.65,-69.66
"2827",16,127,-17.58,-71.35
"2828",24,91,5.01,-76.27
"2829",9,277,-9.09,-71.29
"2830",21,137,-14.92,-74.62
"2831",4,323,5.72,-82.84
"2832",9,351,5.08,-82.41
"2833",75,7,-3.79,-80.55
"2834",26,150,-3.29,-80.99
"2835",5,122,-19.51,-68.32
"2836",15,153,-3.25,-80.93
"2837",28,41,-16.48,-70.72
"2838",14,36,-10.7,-74.24
"2839",22,85,-19.99,-69.2
"2840",22,79,-19.99,-68.81
"2841",29,45,-1.74,-77.82
"2842",62,88,-5.89,-81.03
"2843",44,70,-19.56,-69.6
"2844",14,45,-17.85,-70.11
"2845",34,86,-19.04,-68.75
"2846",7,49,-15.35,-72.96
"2847",6,235,-16.9,-70.6
"2848",13,285,2.62,-79.4
"2849",22,66,-17.36,-69.48
"2850",22,17,-8.02,-80.03
"2851",28,78,-19.78,-68.98
"2852",7,320,1.33,-85.21
"2853",5,324,1.26,-85.07
"2854",12,313,3.89,-82.65
"2855",11,315,3.95,-82.57
"2856",7,317,3.92,-82.64
"2857",15,65,-19.98,-68.97
"2858",13,228,-8.56,-81.09
"2859",6,258,-5.68,-76.4
"2860",12,56,-16.64,-70.79
"2861",19,76,-16.73,-70.61
"2862",33,99,-17.77,-69.49
"2863",1,317,-14.17,-72.53
"2864",43,103,-21.8,-68.42
"2865",16,15,-8.56,-79.84
"2866",30,12,-5.85,-78.7
"2867",23,46,-2,-80.34
"2868",35,47,-1.02,-76.94
"2869",68,92,-15.41,-75.51
"2870",19,226,-3.75,-77
"2871",53,350,-18.67,-69.34
"2872",15,247,-9.39,-78.55
"2873",33,73,-8.98,-74.27
"2874",59,72,-9.67,-79.68
"2875",78,188,-8.61,-79.39
"2876",12,76,-16.15,-70.86
"2877",14,319,4.2,-84.08
"2878",55,95,-1.91,-80.9
"2879",24,43,-1.39,-77.52
"2880",3,101,-19.86,-68.92
"2881",18,74,-18.23,-69.03
"2882",5,258,-3.38,-76.91
"2883",18,279,-20.8,-69.47
"2884",3.441,0,3.23,-84.25
"2885",0.934,25,-21.07,-68.71
"2886",5,322,1.55,-85.31
"2887",69,101,-18.14,-71.16
"2888",15,317,5.29,-82.53
"2889",0.925,8,-16.65,-70.85
"2890",7,321,0.75,-85.25
"2891",25,85,-20.79,-69.12
"2892",3,123,-7.59,-73.73
"2893",1.286,22,-1.86,-77.36
"2894",1,186,-2.84,-79.63
"2895",28,72,-21.29,-68.52
"2896",38,32,-15.32,-70.47
"2897",67,80,-19.7,-70.62
"2898",2.804,13,-20.14,-68.91
"2899",74,74,-19.73,-70.59
"2900",66,99,-19.82,-70.63
"2901",7,221,-17.31,-73.42
"2902",15,353,2.4,-83.82
"2903",26,64,-18.99,-69.26
"2904",9,316,5.31,-82.64
"2905",16,40,-11.23,-74.68
"2906",5,82,-15.59,-73.16
"2907",21,92,-18.03,-69.33
"2908",3,37,-21.04,-68.28
"2909",12,315,4.82,-82.65
"2910",60,83,-13.46,-76.68
"2911",8,102,-9.8,-74.89
"2912",41,80,-21.85,-65.6
"2913",56,91,-13.37,-76.62
"2914",36,56,-15.2,-70.46
"2915",16,40,-1.39,-77.75
"2916",22,65,-19.2,-68.9
"2917",46,102,-21.73,-68.2
"2918",49,59,-17.66,-70.23
"2919",30,49,-16.05,-71.8
"2920",30,317,2.08,-76.5
"2921",3,266,-15.09,-74
"2922",10,308,4.55,-78.54
"2923",10,294,4.59,-78.5
"2924",6,317,5.57,-82.69
"2925",82,136,-19.72,-70.14
"2926",56,65,-17.38,-72.61
"2927",12,61,-19.49,-69.62
"2928",24,40,-1.4,-77.57
"2929",1,319,5.03,-82.7
"2930",23,52,-21.33,-68.41
"2931",1,315,3.36,-82.87
"2932",4,54,-3.17,-79.01
"2933",20,54,-2.17,-77.18
"2934",58,85,-15.69,-74.89
"2935",66,89,-15.7,-74.9
"2936",61,75,-15.77,-74.93
"2937",79,116,-15.17,-75.09
"2938",21,83,-7.93,-74.38
"2939",26,262,-8.13,-71.27
"2940",23,51,-1.59,-78.03
"2941",4,137,4.65,-82.51
"2942",55,207,-11.02,-77.96
"2943",14,348,2.71,-84.42
"2944",20,89,-17.28,-69.66
"2945",22,328,2.98,-77.97
"2946",28,71,-16.03,-73.73
"2947",65,99,5.76,-77.44
"2948",13,306,-19.53,-68.54
"2949",8,254,-3.92,-79.21
"2950",59,201,-13.61,-76.98
"2951",14,318,4.92,-82.57
"2952",23,63,-20.6,-68.75
"2953",22,53,-2.31,-77.84
"2954",21,110,-18.62,-69.58
"2955",1,318,1.85,-85.29
"2956",72,58,-20.26,-69.94
"2957",13,53,-17.48,-70.21
"2958",24,96,-20.04,-68.96
"2959",42,287,-12.18,-77.16
"2960",2,260,-8.58,-74.89
"2961",5,152,4.33,-73.76
"2962",6,139,4.73,-82.63
"2963",9,2,2.02,-84.59
"2964",42,89,-21.69,-68.34
"2965",4,311,-13.1,-74.46
"2966",2,74,-8.73,-76.45
"2967",6,319,5.01,-82.65
"2968",78,262,-8.9,-75.63
"2969",77,36,-8.92,-75.58
"2970",73,309,-10.37,-75.51
"2971",16,52,-1.42,-77.58
"2972",19,44,-15.99,-71.75
"2973",77,215,-1.98,-80.28
"2974",57,273,-20.26,-69.22
"2975",17,79,-19.65,-69.05
"2976",33,158,4.79,-75.52
"2977",59,127,-16.12,-73.63
"2978",31,114,-15,-71.99
"2979",3,140,5.86,-82.42
"2980",64,237,-15.87,-73.45
"2981",6,318,3.68,-82.81
"2982",4,317,5.69,-82.77
"2983",3,38,-14.45,-70.36
"2984",27,53,-20.41,-68.73
"2985",59,75,-5.72,-81.34
"2986",32,89,-19.08,-69.21
"2987",25,42,-1.55,-77.31
"2988",1,142,1.39,-85.17
"2989",17,329,1.29,-85.32
"2990",12,318,1.43,-85.24
"2991",28,51,-20.06,-68.91
"2992",60,81,-15.66,-74.84
"2993",82,87,-15.71,-75.04
"2994",0,321,1.25,-85.25
"2995",57,97,-14.42,-75.98
"2996",2,246,-14.76,-73.35
"2997",8,259,-8.69,-71.51
"2998",4,320,3.17,-84.24
"2999",45,70,-17.36,-70.8
"3000",70,115,-13.56,-76.13
"3001",8,232,-21.08,-68.9
"3002",21,28,-15.04,-70.44
"3003",43,118,-21.82,-67.09
"3004",47,231,-1.74,-80.37
"3005",26,19,-15.12,-70.25
"3006",72,261,4.66,-76.62
"3007",3,138,5.18,-82.5
"3008",50,340,-15.55,-69.29
"3009",79,195,-0.96,-77.82
"3010",5,322,1.11,-85.32
"3011",9,68,-19.65,-69.12
"3012",69,69,-19.39,-70.32
"3013",2,137,3.29,-82.86
"3014",75,73,-19.56,-70.36
"3015",65,77,-15.68,-75
"3016",66,69,-15.64,-74.92
"3017",47,71,-21.97,-65.71
"3018",1,135,5.3,-82.51
"3019",51,109,-21.79,-68.64
"3020",30,96,-16.19,-69.5
"3021",44,274,-15.33,-74.55
"3022",11,171,-1.19,-78.19
"3023",74,237,-10.16,-78.05
"3024",18,101,-21.08,-68.59
"3025",26,96,-21.89,-68.25
"3026",78,33,-18.06,-70.55
"3027",7,244,-5.08,-77.54
"3028",8,236,-13.93,-74.36
"3029",9,253,-8.08,-71.56
"3030",84,264,5.09,-72.38
"3031",68,82,-17.28,-72.55
"3032",19,23,-15.1,-70.39
"3033",9,267,-4.69,-77.23
"3034",19,73,-18.93,-69.16
"3035",63,71,-8.47,-80.47
"3036",26,115,-21.3,-68.26
"3037",53,8,3.93,-75
"3038",62,86,-14.52,-76.12
"3039",6,126,-18.93,-67.38
"3040",67,58,-4.24,-80.58
"3041",4,33,-14.61,-70.78
"3042",43,116,-21.59,-67.02
"3043",74,91,-13.39,-76.07
"3044",25,79,-7.81,-74.37
"3045",5,57,-21.19,-68.17
"3046",65,73,-14.85,-75.72
"3047",28,263,-7.92,-71.32
"3048",66,83,-14.83,-75.91
"3049",3,239,-2.64,-76.64
"3050",4,315,5.55,-82.59
"3051",69,212,-11.72,-72.22
"3052",31,39,-20.85,-68.35
"3053",56,151,-13.69,-76.1
"3054",34,115,-18.88,-69.29
"3055",2,315,5.95,-82.57
"3056",64,81,-15.69,-74.87
"3057",59,89,-15.68,-74.71
"3058",1,166,-14.88,-71.58
"3059",57,71,0.44,-79.92
"3060",48,102,-14.76,-71.43
"3061",11,68,-20.25,-69.02
"3062",27,81,-18.04,-69.34
"3063",17,79,-21.98,-68.87
"3064",3,292,-15.11,-74.2
"3065",8,306,-1.76,-81.63
"3066",3,80,-7.74,-74.63
"3067",25,73,-17.08,-69.52
"3068",5,316,5,-82.5
"3069",64,81,-5.96,-80.98
"3070",10,319,4.56,-82.62
"3071",42,100,-21.7,-68.23
"3072",5,107,-19.63,-68.25
"3073",4,250,-21.17,-68.78
"3074",8,312,3.78,-82.64
"3075",72,81,-20.2,-70.68
"3076",72,73,-20.09,-70.47
"3077",8,249,-14.8,-74.31
"3078",16,263,-5.35,-76.61
"3079",6,243,-2.66,-76.61
"3080",59,89,5.6,-77.53
"3081",63,91,5.62,-77.47
"3082",6,74,-5.96,-81.77
"3083",26,69,-20.07,-68.92
"3084",0,329,1.25,-85.25
"3085",79,178,-6.61,-75.55
"3086",40,92,-18,-69.31
"3087",21,63,-20.1,-68.53
"3088",59,86,-14.44,-75.97
"3089",66,101,-14.51,-75.84
"3090",2,132,5.58,-82.43
"3091",7,311,-1.7,-81.55
"3092",56,238,-15.36,-65.09
"3093",18,162,-14.33,-75.92
"3094",0,284,-14.47,-73.39
"3095",15,355,2.69,-84.34
"3096",70,31,-21.55,-69.85
"3097",26,90,-19.74,-69.25
"3098",11,316,5.42,-82.54
"3099",38,267,-13.82,-75.8
"3100",31,64,-17.64,-69.57
"3101",62,99,-8.67,-79.76
"3102",31,45,-1.76,-77.78
"3103",17,65,-21.33,-68.01
"3104",4,320,5.31,-82.63
"3105",9,347,5.51,-82.56
"3106",28,72,-15.88,-72.41
"3107",18,317,-1.66,-81.51
"3108",66,104,-14.42,-75.6
"3109",2,222,-4.03,-76.15
"3110",67,91,-15.28,-75.29
"3111",73,67,-15.27,-75.27
"3112",13,71,-15.23,-73.17
"3113",15,177,-13.58,-73.8
"3114",67,77,-20.69,-70.36
"3115",18,9,-1.89,-80.75
"3116",65,131,-16.05,-73.4
"3117",9,358,6.01,-82.49
"3118",2,55,-13.91,-72.58
"3119",40,71,-19.57,-68.96
"3120",31,106,-17.18,-69.4
"3121",8,157,1.93,-76.36
"3122",67,85,-14.29,-76.05
"3123",12,85,-21.73,-68.17
"3124",19,320,1.25,-85.25
"3125",72,140,-5.92,-76.07
"3126",1,169,-12.03,-75.69
"3127",23,53,-15.87,-71.88
"3128",38,42,-20.35,-67.8
"3129",6,294,-8.87,-75.07
"3130",9,283,-1.74,-81.58
"3131",26,36,-20.44,-68.89
"3132",5,360,1.75,-84.75
"3133",14,355,1.25,-84.25
"3134",59,277,-21.51,-69.5
"3135",4,137,5.7,-82.62
"3136",2,76,-4.52,-76.1
"3137",60,82,-6.59,-81.07
"3138",8,321,0.86,-85.23
"3139",82,304,-9.49,-79.05
"3140",39,79,-21,-68.67
"3141",70,77,-15.69,-73.33
"3142",17,265,-15.13,-71.35
"3143",6,321,5.96,-82.69
"3144",5,7,-13.79,-72.26
"3145",2,316,4.8,-82.58
"3146",12,87,-8.1,-74.26
"3147",4,271,-5.56,-81.63
"3148",20,100,-21.89,-68.5
"3149",10,318,5.3,-82.62
"3150",30,341,-15.68,-69.36
"3151",70,118,-14.58,-75.29
"3152",38,109,-18.82,-69.3
"3153",19,99,-19.05,-69.03
"3154",35,83,-19.3,-69.25
"3155",5,355,2.37,-84.26
"3156",14,248,-9.87,-74.63
"3157",12,180,-15.85,-72.25
"3158",3,197,-15.66,-71.74
"3159",76,100,-20.2,-70.67
"3160",70,95,-20.23,-70.91
"3161",75,92,-20.21,-70.76
"3162",1,193,-15.82,-72
"3163",37,39,-19.55,-68.86
"3164",0,112,-18.69,-69.05
"3165",65,88,-7.1,-80.52
"3166",76,53,-15.85,-74.56
"3167",1,202,-20.86,-67.16
"3168",46,116,-20.45,-66.69
"3169",8,307,5.05,-78
"3170",5,73,-15.44,-71.72
"3171",68,90,-14.8,-71.68
"3172",8,347,-16.11,-75.29
"3173",40,247,-12.6,-76.2
"3174",9,318,4.96,-82.56
"3175",73,76,-15.2,-75.61
"3176",71,29,-20.26,-70.35
"3177",3,39,-17.86,-73.43
"3178",75,74,-20.15,-70.87
"3179",76,60,-20.14,-70.59
"3180",21,81,-20.23,-68.68
"3181",19,46,-16.68,-71.43
"3182",1,185,-13.85,-71.73
"3183",63,82,-7.18,-80.52
"3184",3,2,1.71,-84.6
"3185",12,353,1.42,-84.49
"3186",73,33,-9.11,-75.83
"3187",75,92,-14.72,-76.01
"3188",54,94,2.76,-78.9
"3189",6,140,1.25,-85.25
"3190",73,92,-20.3,-70.25
"3191",0,275,-8.37,-75.71
"3192",23,98,-21.15,-68.64
"3193",1,321,3.33,-82.91
"3194",71,80,-20.19,-70.95
"3195",17,333,0.92,-79.4
"3196",59,97,-0.41,-80.81
"3197",64,70,0.59,-79.64
"3198",61,69,0.58,-79.64
"3199",20,61,-11.2,-77.74
"3200",76,45,-0.94,-80.43
"3201",41,115,-21.84,-68.6
