"","tp","ta","lat","long"
"832",27,68,-18.35,-69.35
"833",80,36,-18.37,-71.25
"834",13,318,4.87,-82.61
"835",64,56,-4.16,-80.93
"836",33,78,-18.86,-69.44
"837",11,53,-21.23,-68.15
"838",2,344,-14.09,-73.6
"839",68,86,-5.9,-81.03
"840",70,95,3.85,-75.75
"841",57,150,5.79,-77.52
"842",27,292,2.62,-79.79
"843",7,248,-4.37,-76.68
"844",6,307,-15.61,-74.46
"845",42,199,-13.74,-68.79
"846",31,106,-20.24,-68.36
"847",46,99,3.93,-75.79
"848",56,117,-13.7,-76.37
"849",67,195,-12.03,-72.07
"850",4,143,-14.1,-73.47
"851",19,236,-15.61,-72.1
"852",57,121,-16.27,-74.05
"853",83,275,-10.97,-74.44
"854",32,320,-18.31,-65.89
"855",42,77,-17.53,-69.44
"856",61,209,-10.82,-74.61
"857",20,112,-8.48,-74.27
"858",77,183,-10.93,-74.52
"859",47,306,-12.12,-77.61
"860",47,68,-8.15,-74.24
"861",12,245,-3.72,-77.39
"862",9,31,-21.21,-69.64
"863",9,194,-15.52,-71.82
"864",74,34,-18.19,-71.31
"865",13,318,4.7,-82.59
"866",6,141,-17.73,-65.43
"867",78,75,-17.02,-72.54
"868",10,159,-17.83,-65.37
"869",9,26,-13.91,-72.72
"870",8,308,-17.75,-65.27
"871",55,102,-15.68,-75.05
"872",64,123,-1.22,-80.95
"873",15,241,-8.18,-70.83
"874",56,72,-0.59,-80.39
"875",63,85,-20.03,-70.38
"876",16,228,-14.23,-72.61
"877",69,230,-8.46,-76.38
"878",21,64,-16.12,-71.4
"879",24,33,-2.42,-76.36
"880",21,115,-17.97,-69.59
"881",68,233,-10.32,-78.36
"882",40,83,-21.81,-67.16
"883",9,146,1.08,-85.28
"884",43,98,-21.57,-68.22
"885",15,115,-7.59,-74.42
"886",15,125,-17.62,-69.3
"887",22,261,-7.95,-71.42
"888",57,229,-11.63,-77.21
"889",34,52,-1.65,-77.88
"890",69,90,-14.8,-75.86
"891",4,236,4.46,-75.72
"892",2,246,4.37,-75.68
"893",71,16,-21.14,-70.04
"894",23,78,-20.42,-68.9
"895",5,277,2.65,-79.82
"896",3,128,-19.29,-68.85
"897",8,275,-12.04,-75.7
"898",1,315,5.83,-82.62
"899",25,20,-16.66,-72.66
"900",18,50,-1.65,-77.78
"901",37,101,-15.71,-72.5
"902",14,320,5.2,-82.58
"903",1,105,-3.45,-79.16
"904",28,46,-1.29,-77.55
"905",32,64,-17.25,-70.8
"906",35,65,-20.93,-67.28
"907",58,285,-10.69,-75.64
"908",29,101,-21.53,-68.93
"909",7,23,-14.28,-70.48
"910",23,69,-21.75,-68.78
"911",72,77,-14.53,-71.29
"912",34,99,-18.9,-69.17
"913",18,260,-15.48,-72.61
"914",72,183,-6.13,-75.27
"915",15,236,-14.08,-72.77
"916",9,317,5.61,-82.64
"917",51,116,-15.62,-75.13
"918",6,181,2.19,-84.54
"919",30,246,5.65,-77.63
"920",26,86,-16.11,-69.53
"921",20,283,-13.27,-74.96
"922",8,253,-6.41,-77.06
"923",63,162,-4.1,-81.1
"924",51,151,2.12,-78.39
"925",26,237,-16.75,-71.66
"926",69,90,-17.68,-71.97
"927",29,68,-18.18,-70.47
"928",21,117,-19.17,-70.13
"929",21,229,1.27,-82.3
"930",37,296,-1.88,-80.46
"931",55,68,-0.22,-80.58
"932",87,72,0.38,-78.09
"933",32,115,-19.28,-68.24
"934",26,242,-15.23,-72.68
"935",44,65,-7.95,-74.42
"936",66,96,-8.18,-79.93
"937",54,341,-10.9,-78.32
"938",5,316,6.01,-82.68
"939",59,99,-15.58,-74.81
"940",63,108,-15.8,-75.08
"941",15,264,-4.35,-76.87
"942",30,321,5.64,-82.63
"943",38,75,-15.35,-70.47
"944",61,255,-11.28,-74.51
"945",70,93,-16.69,-72.95
"946",72,201,-14.08,-75.43
"947",28,93,-20.41,-68.74
"948",33,72,-20.78,-70.48
"949",56,103,-13.55,-76.65
"950",40,99,-20.35,-67.25
"951",16,318,1.6,-85.16
"952",60,80,-16.26,-73.64
"953",47,123,-15.98,-74.7
"954",54,94,-16.85,-73.79
"955",35,76,-17.57,-70.68
"956",63,68,-17.75,-71.65
"957",63,35,-16.56,-74.19
"958",70,234,-17.61,-72.1
"959",76,83,-17.89,-71.53
"960",49,57,-17.58,-72.54
"961",63,88,-3.96,-80.86
"962",27,80,-19.52,-66.25
"963",11,212,-15.41,-70.36
"964",74,0,-17.46,-72.07
"965",38,182,-17.12,-72.96
"966",64,20,-16.62,-73.97
"967",57,249,-17,-65.71
"968",23,27,-16.09,-73.99
"969",55,86,-17.54,-72.08
"970",23,61,-19.95,-69.17
"971",23,333,-19.45,-69.25
"972",62,104,-17.41,-72.72
"973",7,265,-7.51,-73.95
"974",14,74,-8.53,-75.01
"975",70,57,-17.1,-72.25
"976",1,171,-14.26,-72.68
"977",26,56,-18.17,-69.43
"978",26,177,-15.62,-72.07
"979",0,176,-14.33,-72.66
"980",71,84,-17.9,-71.21
"981",1,52,-16.72,-69.97
"982",28,78,-21.72,-70.11
"983",77,34,-17.68,-72.09
"984",46,97,3.87,-75.97
"985",4,5,-14.77,-70.5
"986",35,177,-17.56,-71.93
"987",66,64,-16.62,-73.92
"988",3,232,-21.07,-68.09
"989",8,216,-3.33,-77.79
"990",54,130,-15.88,-74.14
"991",10,195,-15.35,-72.52
"992",14,178,-15.11,-72.74
"993",45,98,-16.57,-73.83
"994",48,75,-8.36,-74.22
"995",57,122,-17.42,-72.67
"996",17,329,-19.38,-69.23
"997",16,176,-15.65,-72.03
"998",4,59,-16.47,-70.24
"999",34,72,-18.3,-69.71
"1000",67,180,-8.62,-79.98
"1001",30,60,-20.39,-69
"1002",45,144,-16.57,-73.77
"1003",43,106,-21.66,-68.33
"1004",64,84,-5.78,-81.03
"1005",73,271,-10.42,-78.51
"1006",22,69,-19.74,-68.99
"1007",47,118,-17.93,-71.43
"1008",7,139,4.2,-82.5
"1009",20,93,-15.4,-72.88
"1010",35,147,5.02,-77.4
"1011",70,34,-6.98,-76.82
"1012",16,248,-5.36,-76.62
"1013",10,315,4.98,-77.82
"1014",26,259,-5.58,-71.88
"1015",83,145,-10.77,-74.68
"1016",43,73,-17.8,-71.35
"1017",26,90,-21.24,-68.37
"1018",6,174,2.71,-84.38
"1019",26,40,-16.48,-72.45
"1020",6,252,-8.3,-71.74
"1021",6,117,-14.17,-72.74
"1022",71,94,-14.38,-76.2
"1023",81,185,-16.6,-72.96
"1024",14,77,-20.16,-68.76
"1025",42,167,3.29,-74.48
"1026",1,162,-15.6,-71.93
"1027",7,292,3.71,-79
"1028",55,114,-17.4,-72.57
"1029",22,72,-21.54,-68.29
"1030",65,95,-18.15,-71
"1031",19,196,-15.37,-74.08
"1032",14,45,-2.76,-77.06
"1033",9,41,-12.88,-78.19
"1034",76,82,-18.44,-70.99
"1035",73,2,-19.49,-70.58
"1036",27,146,-21.37,-70.15
"1037",2,74,-8.19,-71.59
"1038",1,197,-14.52,-70.79
"1039",67,94,-12.81,-77.51
"1040",19,313,5.68,-82.65
"1041",32,91,-14.67,-71.51
"1042",67,255,-12.39,-77.17
"1043",58,90,-17.36,-72.81
"1044",1,246,-7.61,-71.72
"1045",14,103,-7.03,-71.86
"1046",46,62,-19.61,-68.59
"1047",34,60,-20.13,-65.18
"1048",3,54,-21.58,-68.25
"1049",24,59,-10.13,-74.31
"1050",12,211,-13.8,-71.81
"1051",1,152,3.13,-77.87
"1052",16,232,-17.16,-70.67
"1053",3,185,-0.98,-78.33
"1054",12,101,-21.47,-68.32
"1055",7,352,-17.83,-69.35
"1056",14,93,-17.71,-69.89
"1057",5,20,-14.29,-70.58
"1058",15,317,4.97,-77.77
"1059",23,36,-1.91,-75.72
"1060",2,55,-21.04,-68.18
"1061",14,357,2.73,-84.31
"1062",14,194,-3.95,-80.17
"1063",3,112,-15.66,-73.94
"1064",6,322,5.61,-79.09
"1065",33,49,-17.84,-71.07
"1066",5,141,0.86,-85.21
"1067",71,67,-18.26,-70.89
"1068",31,144,-21.12,-65.59
"1069",65,80,-20.41,-70.2
"1070",18,67,-21.2,-68.18
"1071",67,255,-10.18,-73.53
"1072",57,170,-1.04,-78.33
"1073",64,193,-1.02,-78.39
"1074",14,329,4.28,-84.7
"1075",81,203,-4.49,-80.08
"1076",51,77,-8.29,-74.17
"1077",23,89,-20.45,-68.89
"1078",28,50,-17.24,-70.55
"1079",60,48,0.71,-79.74
"1080",17,96,-21.25,-68.37
"1081",7,315,5.35,-82.55
"1082",2,87,-19.47,-69.05
"1083",10,313,4.82,-82.6
"1084",15,68,-17.63,-69.11
"1085",64,97,-11.1,-78.22
"1086",42,78,-21.37,-68.11
"1087",2,359,-3.08,-80.8
"1088",51,140,-16.13,-73.58
"1089",13,293,2.27,-76.6
"1090",17,83,-20.35,-68.93
"1091",11,106,-9.56,-74.63
"1092",71,96,-14.92,-75.37
"1093",60,83,-17.28,-72.49
"1094",59,109,-15.69,-74.53
"1095",71,184,-5.6,-77.09
"1096",46,70,-20.03,-68.36
"1097",8,315,5.48,-82.69
"1098",5,47,-15.61,-73.97
"1099",55,206,-15.24,-74.65
"1100",65,220,-7.01,-80.25
"1101",17,62,-16.98,-69.58
"1102",55,81,4.7,-77.51
"1103",68,91,-0.87,-80.42
"1104",11,93,-21.53,-68.75
"1105",62,86,-16.2,-73.93
"1106",61,97,-15.27,-75.17
"1107",59,82,-16.32,-74.04
"1108",39,82,-21.85,-68.45
"1109",72,75,-3.58,-80.69
"1110",75,120,-3.73,-80.79
"1111",63,97,-1.19,-80.84
"1112",1.191,63,-1.13,-80.83
"1113",71,88,-1.18,-80.87
"1114",59,74,-1.2,-80.79
"1115",24,166,-1.2,-80.8
"1116",15,210,-2.33,-80.65
"1117",60,83,-1.36,-80.79
"1118",74,71,-1.4,-80.91
"1119",63,98,-1.43,-80.87
"1120",65,87,-1.18,-81.5
"1121",63,84,-1.09,-81.16
"1122",59,73,-0.79,-81.07
"1123",12,316,5.27,-82.63
"1124",9,239,-10.93,-76.1
"1125",66,87,-1.77,-81.05
"1126",2,336,4.6,-85.32
"1127",17,85,-22,-68.4
"1128",22,127,4.42,-75.95
"1129",27,110,-20.42,-68.63
"1130",37,110,-20.29,-68.94
"1131",66,118,-1.19,-80.77
"1132",11,267,-7.57,-76.3
"1133",41,36,-7.29,-77.89
"1134",29,66,-17.65,-69.66
"1135",16,127,-17.58,-71.35
"1136",24,91,5.01,-76.27
"1137",9,277,-9.09,-71.29
"1138",21,137,-14.92,-74.62
"1139",4,323,5.72,-82.84
"1140",9,351,5.08,-82.41
"1141",75,7,-3.79,-80.55
"1142",26,150,-3.29,-80.99
"1143",5,122,-19.51,-68.32
"1144",15,153,-3.25,-80.93
"1145",28,41,-16.48,-70.72
"1146",14,36,-10.7,-74.24
"1147",22,85,-19.99,-69.2
"1148",22,79,-19.99,-68.81
"1149",29,45,-1.74,-77.82
"1150",62,88,-5.89,-81.03
"1151",44,70,-19.56,-69.6
"1152",14,45,-17.85,-70.11
"1153",34,86,-19.04,-68.75
"1154",7,49,-15.35,-72.96
"1155",6,235,-16.9,-70.6
"1156",13,285,2.62,-79.4
"1157",22,66,-17.36,-69.48
"1158",22,17,-8.02,-80.03
"1159",28,78,-19.78,-68.98
"1160",7,320,1.33,-85.21
"1161",5,324,1.26,-85.07
"1162",12,313,3.89,-82.65
"1163",11,315,3.95,-82.57
"1164",7,317,3.92,-82.64
"1165",15,65,-19.98,-68.97
"1166",13,228,-8.56,-81.09
"1167",6,258,-5.68,-76.4
"1168",12,56,-16.64,-70.79
"1169",19,76,-16.73,-70.61
"1170",33,99,-17.77,-69.49
"1171",1,317,-14.17,-72.53
"1172",43,103,-21.8,-68.42
"1173",16,15,-8.56,-79.84
"1174",30,12,-5.85,-78.7
"1175",23,46,-2,-80.34
"1176",35,47,-1.02,-76.94
"1177",68,92,-15.41,-75.51
"1178",19,226,-3.75,-77
"1179",53,350,-18.67,-69.34
"1180",15,247,-9.39,-78.55
"1181",33,73,-8.98,-74.27
"1182",59,72,-9.67,-79.68
"1183",78,188,-8.61,-79.39
"1184",12,76,-16.15,-70.86
"1185",14,319,4.2,-84.08
"1186",55,95,-1.91,-80.9
"1187",24,43,-1.39,-77.52
"1188",3,101,-19.86,-68.92
"1189",18,74,-18.23,-69.03
"1190",5,258,-3.38,-76.91
"1191",18,279,-20.8,-69.47
"1192",3.441,0,3.23,-84.25
"1193",0.934,25,-21.07,-68.71
"1194",5,322,1.55,-85.31
"1195",69,101,-18.14,-71.16
"1196",15,317,5.29,-82.53
"1197",0.925,8,-16.65,-70.85
"1198",7,321,0.75,-85.25
"1199",25,85,-20.79,-69.12
"1200",3,123,-7.59,-73.73
"1201",1.286,22,-1.86,-77.36
"1202",1,186,-2.84,-79.63
"1203",28,72,-21.29,-68.52
"1204",38,32,-15.32,-70.47
"1205",67,80,-19.7,-70.62
"1206",2.804,13,-20.14,-68.91
"1207",74,74,-19.73,-70.59
"1208",66,99,-19.82,-70.63
"1209",7,221,-17.31,-73.42
"1210",15,353,2.4,-83.82
"1211",26,64,-18.99,-69.26
"1212",9,316,5.31,-82.64
"1213",16,40,-11.23,-74.68
"1214",5,82,-15.59,-73.16
"1215",21,92,-18.03,-69.33
"1216",3,37,-21.04,-68.28
"1217",12,315,4.82,-82.65
"1218",60,83,-13.46,-76.68
"1219",8,102,-9.8,-74.89
"1220",41,80,-21.85,-65.6
"1221",56,91,-13.37,-76.62
"1222",36,56,-15.2,-70.46
"1223",16,40,-1.39,-77.75
"1224",22,65,-19.2,-68.9
"1225",46,102,-21.73,-68.2
"1226",49,59,-17.66,-70.23
"1227",30,49,-16.05,-71.8
"1228",30,317,2.08,-76.5
"1229",3,266,-15.09,-74
"1230",10,308,4.55,-78.54
"1231",10,294,4.59,-78.5
"1232",6,317,5.57,-82.69
"1233",82,136,-19.72,-70.14
"1234",56,65,-17.38,-72.61
"1235",12,61,-19.49,-69.62
"1236",24,40,-1.4,-77.57
"1237",1,319,5.03,-82.7
"1238",23,52,-21.33,-68.41
"1239",1,315,3.36,-82.87
"1240",4,54,-3.17,-79.01
"1241",20,54,-2.17,-77.18
"1242",58,85,-15.69,-74.89
"1243",66,89,-15.7,-74.9
"1244",61,75,-15.77,-74.93
"1245",79,116,-15.17,-75.09
"1246",21,83,-7.93,-74.38
"1247",26,262,-8.13,-71.27
"1248",23,51,-1.59,-78.03
"1249",4,137,4.65,-82.51
"1250",55,207,-11.02,-77.96
"1251",14,348,2.71,-84.42
"1252",20,89,-17.28,-69.66
"1253",22,328,2.98,-77.97
"1254",28,71,-16.03,-73.73
"1255",65,99,5.76,-77.44
"1256",13,306,-19.53,-68.54
"1257",8,254,-3.92,-79.21
"1258",59,201,-13.61,-76.98
"1259",14,318,4.92,-82.57
"1260",23,63,-20.6,-68.75
"1261",22,53,-2.31,-77.84
"1262",21,110,-18.62,-69.58
"1263",1,318,1.85,-85.29
"1264",72,58,-20.26,-69.94
"1265",13,53,-17.48,-70.21
"1266",24,96,-20.04,-68.96
"1267",42,287,-12.18,-77.16
"1268",2,260,-8.58,-74.89
"1269",5,152,4.33,-73.76
"1270",6,139,4.73,-82.63
"1271",9,2,2.02,-84.59
"1272",42,89,-21.69,-68.34
"1273",4,311,-13.1,-74.46
"1274",2,74,-8.73,-76.45
"1275",6,319,5.01,-82.65
"1276",78,262,-8.9,-75.63
"1277",77,36,-8.92,-75.58
"1278",73,309,-10.37,-75.51
"1279",16,52,-1.42,-77.58
"1280",19,44,-15.99,-71.75
"1281",77,215,-1.98,-80.28
"1282",57,273,-20.26,-69.22
"1283",17,79,-19.65,-69.05
"1284",33,158,4.79,-75.52
"1285",59,127,-16.12,-73.63
"1286",31,114,-15,-71.99
"1287",3,140,5.86,-82.42
"1288",64,237,-15.87,-73.45
"1289",6,318,3.68,-82.81
"1290",4,317,5.69,-82.77
"1291",3,38,-14.45,-70.36
"1292",27,53,-20.41,-68.73
"1293",59,75,-5.72,-81.34
"1294",32,89,-19.08,-69.21
"1295",25,42,-1.55,-77.31
"1296",1,142,1.39,-85.17
"1297",17,329,1.29,-85.32
"1298",12,318,1.43,-85.24
"1299",28,51,-20.06,-68.91
"1300",60,81,-15.66,-74.84
"1301",82,87,-15.71,-75.04
"1302",0,321,1.25,-85.25
"1303",57,97,-14.42,-75.98
"1304",2,246,-14.76,-73.35
"1305",8,259,-8.69,-71.51
"1306",4,320,3.17,-84.24
"1307",45,70,-17.36,-70.8
"1308",70,115,-13.56,-76.13
"1309",8,232,-21.08,-68.9
"1310",21,28,-15.04,-70.44
"1311",43,118,-21.82,-67.09
"1312",47,231,-1.74,-80.37
"1313",26,19,-15.12,-70.25
"1314",72,261,4.66,-76.62
"1315",3,138,5.18,-82.5
"1316",50,340,-15.55,-69.29
"1317",79,195,-0.96,-77.82
"1318",5,322,1.11,-85.32
"1319",9,68,-19.65,-69.12
"1320",69,69,-19.39,-70.32
"1321",2,137,3.29,-82.86
"1322",75,73,-19.56,-70.36
"1323",65,77,-15.68,-75
"1324",66,69,-15.64,-74.92
"1325",47,71,-21.97,-65.71
"1326",1,135,5.3,-82.51
"1327",51,109,-21.79,-68.64
"1328",30,96,-16.19,-69.5
"1329",44,274,-15.33,-74.55
"1330",11,171,-1.19,-78.19
"1331",74,237,-10.16,-78.05
"1332",18,101,-21.08,-68.59
"1333",26,96,-21.89,-68.25
"1334",78,33,-18.06,-70.55
"1335",7,244,-5.08,-77.54
"1336",8,236,-13.93,-74.36
"1337",9,253,-8.08,-71.56
"1338",84,264,5.09,-72.38
"1339",68,82,-17.28,-72.55
"1340",19,23,-15.1,-70.39
"1341",9,267,-4.69,-77.23
"1342",19,73,-18.93,-69.16
"1343",63,71,-8.47,-80.47
"1344",26,115,-21.3,-68.26
"1345",53,8,3.93,-75
"1346",62,86,-14.52,-76.12
"1347",6,126,-18.93,-67.38
"1348",67,58,-4.24,-80.58
"1349",4,33,-14.61,-70.78
"1350",43,116,-21.59,-67.02
"1351",74,91,-13.39,-76.07
"1352",25,79,-7.81,-74.37
"1353",5,57,-21.19,-68.17
"1354",65,73,-14.85,-75.72
"1355",28,263,-7.92,-71.32
"1356",66,83,-14.83,-75.91
"1357",3,239,-2.64,-76.64
"1358",4,315,5.55,-82.59
"1359",69,212,-11.72,-72.22
"1360",31,39,-20.85,-68.35
"1361",56,151,-13.69,-76.1
"1362",34,115,-18.88,-69.29
"1363",2,315,5.95,-82.57
"1364",64,81,-15.69,-74.87
"1365",59,89,-15.68,-74.71
"1366",1,166,-14.88,-71.58
"1367",57,71,0.44,-79.92
"1368",48,102,-14.76,-71.43
"1369",11,68,-20.25,-69.02
"1370",27,81,-18.04,-69.34
"1371",17,79,-21.98,-68.87
"1372",3,292,-15.11,-74.2
"1373",8,306,-1.76,-81.63
"1374",3,80,-7.74,-74.63
"1375",25,73,-17.08,-69.52
"1376",5,316,5,-82.5
"1377",64,81,-5.96,-80.98
"1378",10,319,4.56,-82.62
"1379",42,100,-21.7,-68.23
"1380",5,107,-19.63,-68.25
"1381",4,250,-21.17,-68.78
"1382",8,312,3.78,-82.64
"1383",72,81,-20.2,-70.68
"1384",72,73,-20.09,-70.47
"1385",8,249,-14.8,-74.31
"1386",16,263,-5.35,-76.61
"1387",6,243,-2.66,-76.61
"1388",59,89,5.6,-77.53
"1389",63,91,5.62,-77.47
"1390",6,74,-5.96,-81.77
"1391",26,69,-20.07,-68.92
"1392",0,329,1.25,-85.25
"1393",79,178,-6.61,-75.55
"1394",40,92,-18,-69.31
"1395",21,63,-20.1,-68.53
"1396",59,86,-14.44,-75.97
"1397",66,101,-14.51,-75.84
"1398",2,132,5.58,-82.43
"1399",7,311,-1.7,-81.55
"1400",56,238,-15.36,-65.09
"1401",18,162,-14.33,-75.92
"1402",0,284,-14.47,-73.39
"1403",15,355,2.69,-84.34
"1404",70,31,-21.55,-69.85
"1405",26,90,-19.74,-69.25
"1406",11,316,5.42,-82.54
"1407",38,267,-13.82,-75.8
"1408",31,64,-17.64,-69.57
"1409",62,99,-8.67,-79.76
"1410",31,45,-1.76,-77.78
"1411",17,65,-21.33,-68.01
"1412",4,320,5.31,-82.63
"1413",9,347,5.51,-82.56
"1414",28,72,-15.88,-72.41
"1415",18,317,-1.66,-81.51
"1416",66,104,-14.42,-75.6
"1417",2,222,-4.03,-76.15
"1418",67,91,-15.28,-75.29
"1419",73,67,-15.27,-75.27
"1420",13,71,-15.23,-73.17
"1421",15,177,-13.58,-73.8
"1422",67,77,-20.69,-70.36
"1423",18,9,-1.89,-80.75
"1424",65,131,-16.05,-73.4
"1425",9,358,6.01,-82.49
"1426",2,55,-13.91,-72.58
"1427",40,71,-19.57,-68.96
"1428",31,106,-17.18,-69.4
"1429",8,157,1.93,-76.36
"1430",67,85,-14.29,-76.05
"1431",12,85,-21.73,-68.17
"1432",19,320,1.25,-85.25
"1433",72,140,-5.92,-76.07
"1434",1,169,-12.03,-75.69
"1435",23,53,-15.87,-71.88
"1436",38,42,-20.35,-67.8
"1437",6,294,-8.87,-75.07
"1438",9,283,-1.74,-81.58
"1439",26,36,-20.44,-68.89
"1440",5,360,1.75,-84.75
"1441",14,355,1.25,-84.25
"1442",59,277,-21.51,-69.5
"1443",4,137,5.7,-82.62
"1444",2,76,-4.52,-76.1
"1445",60,82,-6.59,-81.07
"1446",8,321,0.86,-85.23
"1447",82,304,-9.49,-79.05
"1448",39,79,-21,-68.67
"1449",70,77,-15.69,-73.33
"1450",17,265,-15.13,-71.35
"1451",6,321,5.96,-82.69
"1452",5,7,-13.79,-72.26
"1453",2,316,4.8,-82.58
"1454",12,87,-8.1,-74.26
"1455",4,271,-5.56,-81.63
"1456",20,100,-21.89,-68.5
"1457",10,318,5.3,-82.62
"1458",30,341,-15.68,-69.36
"1459",70,118,-14.58,-75.29
"1460",38,109,-18.82,-69.3
"1461",19,99,-19.05,-69.03
"1462",35,83,-19.3,-69.25
"1463",5,355,2.37,-84.26
"1464",14,248,-9.87,-74.63
"1465",12,180,-15.85,-72.25
"1466",3,197,-15.66,-71.74
"1467",76,100,-20.2,-70.67
"1468",70,95,-20.23,-70.91
"1469",75,92,-20.21,-70.76
"1470",1,193,-15.82,-72
"1471",37,39,-19.55,-68.86
"1472",0,112,-18.69,-69.05
"1473",65,88,-7.1,-80.52
"1474",76,53,-15.85,-74.56
"1475",1,202,-20.86,-67.16
"1476",46,116,-20.45,-66.69
"1477",8,307,5.05,-78
"1478",5,73,-15.44,-71.72
"1479",68,90,-14.8,-71.68
"1480",8,347,-16.11,-75.29
"1481",40,247,-12.6,-76.2
"1482",9,318,4.96,-82.56
"1483",73,76,-15.2,-75.61
"1484",71,29,-20.26,-70.35
"1485",3,39,-17.86,-73.43
"1486",75,74,-20.15,-70.87
"1487",76,60,-20.14,-70.59
"1488",21,81,-20.23,-68.68
"1489",19,46,-16.68,-71.43
"1490",1,185,-13.85,-71.73
"1491",63,82,-7.18,-80.52
"1492",3,2,1.71,-84.6
"1493",12,353,1.42,-84.49
"1494",73,33,-9.11,-75.83
"1495",75,92,-14.72,-76.01
"1496",54,94,2.76,-78.9
"1497",6,140,1.25,-85.25
"1498",73,92,-20.3,-70.25
"1499",0,275,-8.37,-75.71
"1500",23,98,-21.15,-68.64
"1501",1,321,3.33,-82.91
"1502",71,80,-20.19,-70.95
"1503",17,333,0.92,-79.4
"1504",59,97,-0.41,-80.81
"1505",64,70,0.59,-79.64
"1506",61,69,0.58,-79.64
"1507",20,61,-11.2,-77.74
"1508",76,45,-0.94,-80.43
"1509",41,115,-21.84,-68.6
"1510",62,67,0.72,-79.7
"1511",45,85,-16.42,-73.63
"1512",8,120,-15.75,-74.47
"1513",23,185,-21.17,-69.24
"1514",64,193,-12.51,-76.93
"1515",71,79,-20.65,-70.76
"1516",71,200,-7.26,-75.74
"1517",47,38,-16.58,-72.95
"1518",55,86,1.64,-79.26
"1519",69,81,-19.98,-70.93
"1520",67,79,-19.84,-70.87
"1521",71,56,-19.87,-70.85
"1522",69,70,-19.8,-70.92
"1523",65,85,-19.81,-71
"1524",33,179,-13.93,-75.98
"1525",13,256,-3.99,-76.08
"1526",62,79,-6.63,-81.08
"1527",10,62,-21.78,-68.42
"1528",67,100,-16.02,-74.26
"1529",9,61,0.22,-80.41
"1530",7,241,0.34,-80.47
"1531",5,204,-13.51,-75.04
"1532",71,103,-15.96,-74.1
"1533",31,74,-19.41,-69.03
"1534",1,314,5.2,-82.65
"1535",12,254,-4.27,-76.88
"1536",33,55,-14.83,-70.59
"1537",25,82,-21.9,-68.69
"1538",72,347,-4.07,-80.36
"1539",12,266,-8,-75.86
"1540",4,353,-21.53,-66.79
"1541",1,285,-15.41,-73.39
"1542",62,84,-0.28,-80.49
"1543",54,84,1.66,-79.35
"1544",63,86,-14.09,-76.31
"1545",74,224,-5.57,-80.97
"1546",63,79,-19.98,-70.7
"1547",66,187,-19.96,-70.86
"1548",62,76,-20.02,-70.88
"1549",18,299,-19.99,-70.76
"1550",70,80,-19.94,-70.91
"1551",74,104,-20.02,-70.76
"1552",76,86,-20.19,-70.79
"1553",61,87,-19.93,-70.8
"1554",65,77,-19.76,-70.87
"1555",71,82,-19.72,-70.95
"1556",72,79,-19.69,-71.01
"1557",66,64,-19.69,-70.85
"1558",68,16,-19.88,-70.86
"1559",64,70,-19.82,-70.79
"1560",67,75,-19.82,-70.76
"1561",71,77,-19.79,-70.81
"1562",65,81,-19.83,-70.88
"1563",74,76,-19.79,-70.81
"1564",66,76,-19.59,-70.82
"1565",72,68,-19.61,-70.74
"1566",69,68,-19.79,-70.83
"1567",84,348,-2.25,-79.28
"1568",10,150,-19.51,-69.17
"1569",5,324,3.16,-84.19
"1570",21,71,-20.36,-69.14
"1571",72,32,-18.41,-71.25
"1572",16,360,-3.3,-80.57
"1573",76,96,-9.35,-78.72
"1574",34,92,-18.35,-69.17
"1575",74,92,-20.68,-70.79
"1576",29,46,-1.2,-77.58
"1577",14,87,-7.93,-74.45
"1578",74,76,-18.69,-70.74
"1579",82,170,-16.1,-73.99
"1580",7,98,-1.43,-80.4
"1581",6,314,4.67,-82.62
"1582",71,73,-3.68,-80.92
"1583",46,128,-21.58,-68.46
"1584",19,354,3.31,-79.41
"1585",17,57,-19.86,-69
"1586",19,131,-3.16,-75.76
"1587",9,319,5.36,-82.59
"1588",73,106,-20,-71.14
"1589",69,78,-20.04,-70.98
"1590",8,343,-19.34,-70.95
"1591",75,82,-20.21,-70.78
"1592",68,84,-19.71,-71.06
"1593",11,323,5.04,-82.57
"1594",28,214,-7.6,-79.37
"1595",70,83,-19.99,-70.9
"1596",14,143,1.77,-85.38
"1597",39,207,-21.31,-69.97
"1598",7,227,-21.3,-70
"1599",9,318,5.47,-82.65
"1600",43,299,-14.18,-75.57
"1601",73,17,-15.72,-75.55
"1602",4,265,-7.82,-74.4
"1603",71,91,-20.19,-70.84
"1604",71,71,-20.19,-70.81
"1605",62,78,1.22,-79.57
"1606",71,90,-19.94,-70.91
"1607",29,28,2.18,-84.54
"1608",11,358,2.22,-84.56
"1609",59,70,0.43,-79.79
"1610",60,67,0.5,-79.62
"1611",8,74,-2.8,-78.77
"1612",16,70,-8.45,-75
"1613",28,212,-16.12,-73.44
"1614",37,42,-8.59,-74.35
"1615",70,60,-16.93,-73.47
"1616",49,271,-8.09,-76.66
"1617",73,85,-18.42,-71.12
"1618",25,101,-20.84,-68.7
"1619",1,189,-14.53,-73.41
"1620",24,32,-21.18,-68.68
"1621",74,86,-19.94,-70.98
"1622",69,33,-5.49,-78.44
"1623",18,127,-21.63,-68.72
"1624",10,59,-1.7,-78.1
"1625",9,321,1.12,-85.4
"1626",55,236,-12.69,-76.74
"1627",71,96,-20.07,-71.13
